name,category,rating,reviews_count,latitude,longitude,address,url,imageUrls,place_type,source,location,webUrl,image,amenities,price_range,rating_cleanliness,rating_service,rating_location,rating_value,popularity_score,tags,opening_hours,best_time_to_visit,peak_hours,wheelchair_accessible,family_friendly,cuisine_type,attraction_type,star_rating
St Antoinne appartments,Hotel,4.0,21.0,-20.0324929,57.6670259,"XM98+2R2, Goodlands, Mauritius",https://www.google.com/maps/search/?api=1&query=St%20Antoinne%20appartments&query_place_id=ChIJm3eKPJgBfSERcDOlTSav5iA,https://lh5.googleusercontent.com/p/AF1QipOW57y7LCQ_0qYBG2XRo0MS2atRScGk-KLBEJTX=w408-h544-k-no,hotel,Google Maps,,,,"Spa, Room Service, In-Room Entertainment, Rooftop Bar, Pet-Friendly, Laundry Service, Valet Parking, Airport Shuttle, Free Wi-Fi, Complimentary Breakfast",Luxury,4.7,3.9,3.3,4.7,21.0,Great Food,Closed on Sundays,Winter,6:00 PM - 9:00 PM,no,yes,Seafood,Cultural,5-star
Red Roof House,Hotel,5.0,2.0,-20.0005811,57.6028582,"XJX3+Q49, Ronflex Street, Grand Baie, Mauritius",https://www.google.com/maps/search/?api=1&query=Red%20Roof%20House&query_place_id=ChIJrY3_qryrfSER6TJBqE6iJiQ,,hotel,Google Maps,,,,"Gym, Room Service, In-Room Entertainment, Airport Shuttle, Rooftop Bar, Laundry Service, Pet-Friendly, Complimentary Breakfast, 24/7 Reception, Valet Parking",Luxury,4.6,4.0,4.7,4.9,2.0,Business-Friendly,24/7,Winter,6:00 PM - 9:00 PM,no,no,French,Shopping,Luxury
The Kivake Beach Loft,Hotel,4.6,23.0,-20.0970453,57.7071167,"WP34+5RQ, Azuri Village, Haute Rive, Roche Noir,, Rivière du Rempart, Mauritius",https://www.google.com/maps/search/?api=1&query=The%20Kivake%20Beach%20Loft&query_place_id=ChIJERFrRz_-fCER8DnJ-XjVmMQ,https://lh5.googleusercontent.com/p/AF1QipNIUWFqJ4KuaoBuzdSYsJWUwStLQXNGZuM8usxU=w408-h244-k-no,hotel,Google Maps,,,,"Valet Parking, Swimming Pool, Laundry Service, Free Wi-Fi, Complimentary Breakfast, Airport Shuttle, Gym, In-Room Entertainment, Room Service, Rooftop Bar",Luxury,3.5,3.4,4.9,4.3,23.0,Water Activities,10:00 AM - 6:00 PM,Winter,3:00 PM - 6:00 PM,yes,no,Seafood,Scenic,Luxury
Brooklyn Inn,Hotel,3.0,1.0,-20.0191529,57.6687347,"Coacaud Road Melville,Grand Gaude, Goodlands, Mauritius",https://www.google.com/maps/search/?api=1&query=Brooklyn%20Inn&query_place_id=ChIJJ2tOTYkBfSERN3ez90rGcsE,https://lh5.googleusercontent.com/p/AF1QipM4e45skhOYaRaKNfpP9ZUXAfk1D_K4nx966Bg=w408-h306-k-no,hotel,Google Maps,,,,"Mini-Bar, Pet-Friendly, Free Wi-Fi, Airport Shuttle, Room Service, Valet Parking, Swimming Pool, 24/7 Reception, Complimentary Breakfast, Spa",Luxury,3.6,3.2,4.1,3.5,1.0,Adventure,9:00 AM - 8:00 PM,Winter,3:00 PM - 6:00 PM,yes,no,Seafood,Cultural,5-star
Archipel Bungalows,Hotel,4.0,1.0,-20.014212,57.6694082,"XMP9+8Q7, Grand Gaube, Mauritius",https://www.google.com/maps/search/?api=1&query=Archipel%20Bungalows&query_place_id=ChIJ7wEAAO0AfSER6_oo7VCG-C0,,hotel,Google Maps,,,,"Valet Parking, Free Wi-Fi, Spa, Airport Shuttle, Laundry Service, In-Room Entertainment, 24/7 Reception, Room Service, Complimentary Breakfast, Swimming Pool",Medium,3.8,3.0,4.9,4.3,1.0,Historical,9:00 AM - 8:00 PM,All Year,10:00 AM - 2:00 PM,no,yes,French,Adventure,4-star
Villa contemporaine 5 chambres 10 couchages a la nuité,Hotel,4.9,21.0,-20.0026716,57.6111134,"Lieudit mare seche, MU, Twenty-Foot Rd, Grand Baie 35501, Mauritius",https://www.google.com/maps/search/?api=1&query=Villa%20contemporaine%205%20chambres%2010%20couchages%20a%20la%20nuit%C3%A9&query_place_id=ChIJez61ft6rfSERUmbQTEqpp0c,https://lh5.googleusercontent.com/p/AF1QipMDQbOy72az2JtUOUlMUc7i4lsapA2Gaw4jivs=w408-h271-k-no,hotel,Google Maps,,,,"24/7 Reception, Valet Parking, Swimming Pool, Mini-Bar, Airport Shuttle, Gym, In-Room Entertainment, Spa, Pet-Friendly, Conference Rooms",Luxury,4.4,4.1,4.1,4.1,21.0,Pet-Friendly,24/7,Summer,10:00 AM - 2:00 PM,no,no,Italian,Cultural,Luxury
Roszal Villa,Hotel,5.0,4.0,-20.001772,57.5931282,"XHXV+77R, Grand Baie, Mauritius",https://www.google.com/maps/search/?api=1&query=Roszal%20Villa&query_place_id=ChIJn6TIo-GrfSERrxkql9CmnnQ,https://lh5.googleusercontent.com/p/AF1QipNRE9tiY1QhZbzJYcWXJH-Uni0zutoxPEZUTEPY=w408-h300-k-no,hotel,Google Maps,,,,"Airport Shuttle, Rooftop Bar, 24/7 Reception, Conference Rooms, Free Wi-Fi, Swimming Pool, Mini-Bar, Complimentary Breakfast, In-Room Entertainment, Spa",Medium,4.0,4.6,4.3,4.1,4.0,Business-Friendly,10:00 AM - 6:00 PM,Summer,3:00 PM - 6:00 PM,yes,no,French,Adventure,5-star
Les Buissons,Hotel,4.5,2.0,-19.9872915,57.5978756,"2H7X+35J, B13, Cap Malheureux, Mauritius",https://www.google.com/maps/search/?api=1&query=Les%20Buissons&query_place_id=ChIJJdUEClKrfSERzNazhsoZUqc,,hotel,Google Maps,,,,"Gym, Conference Rooms, Mini-Bar, Spa, 24/7 Reception, In-Room Entertainment, Free Wi-Fi, Pet-Friendly, Swimming Pool, Complimentary Breakfast",Medium,4.8,3.1,3.9,3.5,2.0,Family-Friendly,24/7,Winter,6:00 PM - 9:00 PM,no,yes,Indian,Cultural,Luxury
Bungalow Why Not,Hotel,4.3,4.0,-20.008012,57.6727471,"XMRF+Q3X, Nelson Rd, Grand Gaube, Mauritius",https://www.google.com/maps/search/?api=1&query=Bungalow%20Why%20Not&query_place_id=ChIJuzkfe2ABfSERqxnLe4NNPec,https://lh5.googleusercontent.com/p/AF1QipPTZsjQd0YETHtvgM2jlesTVQURrARompBSE3Qb=w426-h240-k-no,hotel,Google Maps,,,,"Gym, Spa, Room Service, Conference Rooms, Free Wi-Fi, 24/7 Reception, Swimming Pool, In-Room Entertainment, Rooftop Bar, Airport Shuttle",Luxury,3.9,4.9,4.2,4.3,4.0,Eco-Friendly,24/7,Winter,6:00 PM - 9:00 PM,yes,no,Seafood,Shopping,Luxury
La piroque,Hotel,5.0,1.0,-20.348404,57.552152,"MH22+JVJ, Seizieme Mille, Mauritius",https://www.google.com/maps/search/?api=1&query=La%20piroque&query_place_id=ChIJ-xcK0sVdfCERcOdJbTHRrp0,,hotel,Google Maps,,,,"Spa, Conference Rooms, Rooftop Bar, Gym, 24/7 Reception, Valet Parking, Pet-Friendly, Laundry Service, Free Wi-Fi, Mini-Bar",Luxury,4.2,4.0,4.9,4.3,1.0,Quiet Getaway,Closed on Sundays,Winter,10:00 AM - 2:00 PM,yes,yes,Mauritian,Cultural,3-star
Little India Guesthouse Rose Hill,Hotel,4.4,30.0,-20.246671,57.475709,"Duncan Taylor Street Rose Hill Mauritius, Rose-Hill, Mauritius",https://www.google.com/maps/search/?api=1&query=Little%20India%20Guesthouse%20Rose%20Hill&query_place_id=ChIJnVFAwSVbfCERUnvfXQpiq5Y,https://lh5.googleusercontent.com/p/AF1QipPF1mgPO4Ff7gLk9rfsC_NeMCrQcneZDDYIieCn=w408-h544-k-no,hotel,Google Maps,,,,"In-Room Entertainment, Gym, Rooftop Bar, Swimming Pool, Free Wi-Fi, 24/7 Reception, Pet-Friendly, Complimentary Breakfast, Airport Shuttle, Laundry Service",High,3.3,4.5,3.1,3.3,30.0,Great Food,9:00 AM - 8:00 PM,All Year,10:00 AM - 2:00 PM,no,no,Indian,Shopping,3-star
Residence Malvilla,Extended stay hotel,4.9,8.0,-19.9937508,57.5954905,"Mont oreb lane, Grand Baie, Mauritius",https://www.google.com/maps/search/?api=1&query=Residence%20Malvilla&query_place_id=ChIJf_t_j7irfSERTyg68_xMZHc,https://lh5.googleusercontent.com/p/AF1QipPT767zZu0zDOL3_TqFmsgTDnaX1BmpH-B85599=w426-h240-k-no,hotel,Google Maps,,,,"Wi-Fi, Pool, Parking, Beachfront",Low,3.2,4.8,3.1,4.6,8.0,Romantic,24/7,Summer,3:00 PM - 6:00 PM,yes,yes,French,Scenic,4-star
Heritage The Villas,Hotel,4.5,92.0,-20.4989882,57.414824,"B9, Bel Ombre, Mauritius",https://www.google.com/maps/search/?api=1&query=Heritage%20The%20Villas&query_place_id=ChIJVVUF6TVufCERM-wsWqvF3qg,https://lh5.googleusercontent.com/p/AF1QipPImQIOH2KIOICVpivqPwvhrL7Mj6PTHf-42dvF=w426-h240-k-no,hotel,Google Maps,,,,"Pet-Friendly, Spa, Room Service, Gym, 24/7 Reception, Swimming Pool, Airport Shuttle, Conference Rooms, In-Room Entertainment, Complimentary Breakfast",Luxury,4.4,3.1,4.8,3.6,92.0,Business-Friendly,10:00 AM - 6:00 PM,Summer,6:00 PM - 9:00 PM,no,yes,Italian,Scenic,4-star
Sea Blue Bungalow,Hotel,4.9,8.0,-19.9899608,57.5929597,"Route Coastale, Riviere Du Rempart, Mauritius",https://www.google.com/maps/search/?api=1&query=Sea%20Blue%20Bungalow&query_place_id=ChIJTaBv_smrfSERJArGTQinrM4,https://lh5.googleusercontent.com/p/AF1QipNZhFjYepP_mz43NI3ZsDyy5cUx6SwMQe4repqx=w408-h306-k-no,hotel,Google Maps,,,,"Room Service, Valet Parking, Gym, Complimentary Breakfast, Rooftop Bar, Swimming Pool, 24/7 Reception, Conference Rooms, Laundry Service, In-Room Entertainment",Medium,3.1,4.2,3.1,4.3,8.0,Beachfront,Closed on Sundays,Summer,6:00 PM - 9:00 PM,yes,no,Italian,Shopping,Luxury
La Reserve golf links,Hotel,4.8,13.0,-20.5001013,57.4270505,"FCXG+H9W, Bel Ombre, Mauritius",https://www.google.com/maps/search/?api=1&query=La%20Reserve%20golf%20links&query_place_id=ChIJGWQ7PgBvfCERvjPl4oXwgtA,https://lh5.googleusercontent.com/p/AF1QipOy5Ml86wgF2Cn6Lar_iNucIOBNPy1MAST8rqxe=w408-h306-k-no,hotel,Google Maps,,,,"Airport Shuttle, Conference Rooms, Rooftop Bar, Laundry Service, Room Service, Swimming Pool, Gym, Valet Parking, Spa, Complimentary Breakfast",High,4.7,4.2,4.3,4.4,13.0,Budget-Friendly,Closed on Sundays,Summer,10:00 AM - 2:00 PM,no,yes,Seafood,Shopping,3-star
Element Bay Beach II,Holiday apartment rental,4.6,86.0,-19.9877896,57.6036646,"Macumba Ln, Cap Malheureux, Mauritius",https://www.google.com/maps/search/?api=1&query=Element%20Bay%20Beach%20II&query_place_id=ChIJaWreCjSqfSERBelvcervQwU,https://lh5.googleusercontent.com/p/AF1QipPSR7gXStZcu1BhHC2EAV4Vi9L4olLjn715fRyh=w408-h306-k-no,hotel,Google Maps,,,,"Breakfast Included, Free Parking, Snorkeling",Medium,3.5,4.3,3.0,3.2,86.0,Budget-Friendly,24/7,All Year,6:00 PM - 9:00 PM,no,no,Seafood,Historical,5-star
La Pause Villas,Hotel,4.8,26.0,-19.9969179,57.5846105,"Eden Roc Lane, Grand Baie, Mauritius",https://www.google.com/maps/search/?api=1&query=La%20Pause%20Villas&query_place_id=ChIJ5wWBVbqrfSERmqSOwMfFWrQ,https://lh5.googleusercontent.com/p/AF1QipOCQgZcJAGS6NcwE5PiZyDaMHUIeXqUg2z8GfDP=w408-h306-k-no,hotel,Google Maps,,,,"Room Service, Airport Shuttle, Pet-Friendly, Swimming Pool, Spa, Mini-Bar, Free Wi-Fi, Valet Parking, Gym, In-Room Entertainment",Medium,3.1,4.0,4.0,4.5,26.0,Beachfront,24/7,Winter,3:00 PM - 6:00 PM,yes,yes,Italian,Scenic,Luxury
AUTENTIK GARDEN,Extended stay hotel,5.0,31.0,-20.5029811,57.4009259,"Hibiscus Lane, Bel Ombre, Mauritius",https://www.google.com/maps/search/?api=1&query=AUTENTIK%20GARDEN&query_place_id=ChIJ0aNSExlvfCERPWpxsk7a-Fo,https://lh5.googleusercontent.com/p/AF1QipMTrCJSmFw8NTsaKgcTx0pLDnf1F0J2skawd5QO=w426-h240-k-no,hotel,Google Maps,,,,"Pet-Friendly, Outdoor Seating, Spa Services",Luxury,3.0,4.8,3.0,5.0,31.0,Great Food,Closed on Sundays,All Year,10:00 AM - 2:00 PM,yes,no,Indian,Scenic,3-star
Athena Villas by Evaco,Villa,4.3,316.0,-20.0016201,57.606013,"Twenty-Foot Rd, Grand Baie, Mauritius",https://www.google.com/maps/search/?api=1&query=Athena%20Villas%20by%20Evaco&query_place_id=ChIJTRP_W06qfSERxelfiDagYMY,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/1e/21/91/les-villas-athena.jpg?w=1300&h=800&s=1,hotel,Google Maps,,,,"Delivery, Takeaway, Vegetarian Options, Airport Shuttle",High,4.2,4.3,3.3,4.9,316.0,Nightlife,Closed on Sundays,Summer,6:00 PM - 9:00 PM,yes,no,Indian,Adventure,4-star
Heritage Resorts & Golf,Hotel,5.0,1.0,-20.5054624,57.4124237,"Bel Ombre Territory MU, Bel Ombre 61002, Mauritius",https://www.google.com/maps/search/?api=1&query=Heritage%20Resorts%20%26%20Golf&query_place_id=ChIJUZScNnVvfCERBv94SzIK7K4,https://lh5.googleusercontent.com/p/AF1QipOZHSLauLS7xgMCKf70u-E0kXv1bd31y8GmM_JJ=w408-h265-k-no,hotel,Google Maps,,,,"Room Service, Swimming Pool, Rooftop Bar, In-Room Entertainment, Pet-Friendly, Conference Rooms, Gym, Airport Shuttle, Valet Parking, Laundry Service",High,4.7,3.9,4.3,4.8,1.0,Great Food,10:00 AM - 6:00 PM,All Year,3:00 PM - 6:00 PM,no,no,Indian,Cultural,Luxury
Mauritius Holiday,Hotel,4.0,46.0,-20.5205817,57.5276724,"Souillac, Mauritius",https://www.google.com/maps/search/?api=1&query=Mauritius%20Holiday&query_place_id=ChIJ9_7_P-xkfCERZ8fUADLv4nQ,https://lh5.googleusercontent.com/p/AF1QipN9iZOGjJOEA_n8FKYWnkhWIFh7gFjKNyd_fW4G=w408-h270-k-no,hotel,Google Maps,,,,"In-Room Entertainment, Room Service, Gym, Valet Parking, Airport Shuttle, 24/7 Reception, Conference Rooms, Pet-Friendly, Rooftop Bar, Spa",High,3.7,4.8,3.9,4.8,46.0,Nightlife,9:00 AM - 8:00 PM,Summer,6:00 PM - 9:00 PM,yes,no,Indian,Cultural,4-star
Vyas campement,Hotel,4.8,4.0,-20.009394,57.5978242,"XHRX+64W, Grand Baie, Mauritius",https://www.google.com/maps/search/?api=1&query=Vyas%20campement&query_place_id=ChIJywpSfeSrfSERqPiJgicSW8I,,hotel,Google Maps,,,,"Swimming Pool, Mini-Bar, Valet Parking, Pet-Friendly, Airport Shuttle, Complimentary Breakfast, Rooftop Bar, 24/7 Reception, In-Room Entertainment, Gym",Luxury,4.4,4.0,4.3,4.7,4.0,Adventure,10:00 AM - 6:00 PM,All Year,10:00 AM - 2:00 PM,yes,yes,Chinese,Shopping,3-star
AU BOUT DU MONDE APARTMENT,Hotel,4.5,33.0,-20.237298,57.4825796,"QF7M+32P, Quatre Bornes, Mauritius",https://www.google.com/maps/search/?api=1&query=AU%20BOUT%20DU%20MONDE%20APARTMENT&query_place_id=ChIJsQlnH4ZbfCERj9oLJWtHBdM,https://lh5.googleusercontent.com/p/AF1QipPNec1B5I_4FVU09dZGXWHgG0y464TTndcfR-8M=w408-h306-k-no,hotel,Google Maps,,,,"Room Service, Rooftop Bar, Swimming Pool, Pet-Friendly, Mini-Bar, Gym, Valet Parking, Conference Rooms, Airport Shuttle, Complimentary Breakfast",High,4.3,3.6,4.0,3.7,33.0,Cultural Experience,10:00 AM - 6:00 PM,Summer,10:00 AM - 2:00 PM,no,yes,Seafood,Shopping,Luxury
Eldorado Hotel,Resort hotel,3.6,21.0,-20.5123516,57.5103412,"Route Royale, Surinam, Mauritius",https://www.google.com/maps/search/?api=1&query=Eldorado%20Hotel&query_place_id=ChIJM8fRt-JkfCER3IWgP5YTUFA,https://lh5.googleusercontent.com/p/AF1QipPWxKP-xgwXOLbAbMBGHMH8K0_cAQXI8DZJC0bF=w408-h408-k-no,hotel,Google Maps,,,,"Wi-Fi, Pool, Parking, Free Parking",Medium,3.6,4.5,3.4,3.5,21.0,Beachfront,Closed on Sundays,Winter,3:00 PM - 6:00 PM,yes,yes,Mauritian,Historical,3-star
auberge de riambel,Hotel,4.4,13.0,-20.512979,57.494601,"FFPV+RR5, Gersigny Rd, Riambel, Mauritius",https://www.google.com/maps/search/?api=1&query=auberge%20de%20riambel&query_place_id=ChIJJVc0zBBlfCER9k-RXCKa3mE,https://lh5.googleusercontent.com/p/AF1QipOe-mqI4IalovGhclWPLOKUq5GsDeahD811paEi=w426-h240-k-no,hotel,Google Maps,,,,"Rooftop Bar, Room Service, Airport Shuttle, Complimentary Breakfast, 24/7 Reception, Free Wi-Fi, Laundry Service, Pet-Friendly, In-Room Entertainment, Gym",High,3.7,3.1,4.8,4.6,13.0,Business-Friendly,10:00 AM - 6:00 PM,All Year,6:00 PM - 9:00 PM,yes,yes,Italian,Historical,5-star
Villa Crecerelle,Hotel,4.9,7.0,-19.996258,57.5874025,"2H3P+FXR, Grand Baie, Mauritius",https://www.google.com/maps/search/?api=1&query=Villa%20Crecerelle&query_place_id=ChIJScy4n7CrfSERUsPcnLMv0bk,https://lh5.googleusercontent.com/p/AF1QipOi9xwTY7qAoKG1t-IFBylIV1Nr3JE4EfR6NDr1=w408-h544-k-no,hotel,Google Maps,,,,"Rooftop Bar, Spa, In-Room Entertainment, Gym, Room Service, Swimming Pool, Mini-Bar, Conference Rooms, Laundry Service, Valet Parking",Low,4.1,4.5,4.7,4.8,7.0,Kid-Friendly,24/7,All Year,3:00 PM - 6:00 PM,no,no,French,Scenic,3-star
Sunlife Hotel Management Ltd,Corporate office,4.2,113.0,-20.2401268,57.493846,"Ebène Skies, Rue de L'institut, Quatre Bornes, Mauritius",https://www.google.com/maps/search/?api=1&query=Sunlife%20Hotel%20Management%20Ltd&query_place_id=ChIJ8eZuoeNafCERRdGOb3MI5lw,https://lh5.googleusercontent.com/p/AF1QipP27z76oHPoyEp5271t-MOwCrzdN4Nsk0MMXdJs=w408-h306-k-no,hotel,Google Maps,,,,"Gym, Spa, Wi-Fi, Wi-Fi",High,3.9,4.0,3.4,3.2,113.0,Family-Friendly,9:00 AM - 8:00 PM,Winter,10:00 AM - 2:00 PM,yes,no,French,Adventure,3-star
Taksi Mauritius,Airport shuttle service,4.8,56.0,-20.2400278,57.4852315,"Quatre Bornes, Mauritius",https://www.google.com/maps/search/?api=1&query=Taksi%20Mauritius&query_place_id=ChIJ85acC8JbfCERil-ydzMh3rU,https://lh5.googleusercontent.com/p/AF1QipOl6d25cz6vs__O3N8Aedn5-S-1YDp8LAqUc23h=w426-h240-k-no,hotel,Google Maps,,,,"Pet-Friendly, Outdoor Seating, Golf Courses",High,4.0,4.3,4.1,4.1,56.0,Kid-Friendly,9:00 AM - 8:00 PM,All Year,6:00 PM - 9:00 PM,yes,yes,Italian,Adventure,Luxury
Paradise Hall,Hotel,3.7,21.0,-20.505167,57.4605564,"FFV6+W6M, B9, Riviere Des Galets, Mauritius",https://www.google.com/maps/search/?api=1&query=Paradise%20Hall&query_place_id=ChIJ____BIxvfCERoQcVFsOzBsI,https://lh5.googleusercontent.com/p/AF1QipOI8Flbh3GlpV_wgAjVMUm3flUN8DtZXxxqT3Un=w408-h306-k-no,hotel,Google Maps,,,,"Airport Shuttle, 24/7 Reception, Rooftop Bar, Valet Parking, Laundry Service, Free Wi-Fi, Gym, In-Room Entertainment, Mini-Bar, Pet-Friendly",Luxury,4.6,3.4,3.5,4.6,21.0,Cultural Experience,10:00 AM - 6:00 PM,All Year,10:00 AM - 2:00 PM,no,no,Mauritian,Shopping,3-star
Reciv Attitüde,Hotel,4.3,3.0,-19.986874,57.6127424,"2J77+735, Cap Malheureux, Mauritius",https://www.google.com/maps/search/?api=1&query=Reciv%20Attit%C3%BCde&query_place_id=ChIJ_____zqqfSERVPSv3MUu2cw,,hotel,Google Maps,,,,"Swimming Pool, Rooftop Bar, Pet-Friendly, 24/7 Reception, In-Room Entertainment, Conference Rooms, Laundry Service, Gym, Mini-Bar, Room Service",Low,4.6,3.9,4.6,3.8,3.0,Cultural Experience,10:00 AM - 6:00 PM,Summer,3:00 PM - 6:00 PM,no,no,Seafood,Adventure,5-star
Baladam Pride Luxury Residence,Hotel,4.3,12.0,-20.5123458,57.5101474,"FGQ6+336, Gersigny Road, Surinam, Mauritius",https://www.google.com/maps/search/?api=1&query=Baladam%20Pride%20Luxury%20Residence&query_place_id=ChIJJd_45eJkfCERZalPpnPUOSU,https://lh5.googleusercontent.com/p/AF1QipO2yVZHZMQ_jpFYcPp6Opws-n5uf9c-Wy8hkW8q=w408-h544-k-no,hotel,Google Maps,,,,"Free Wi-Fi, Airport Shuttle, Laundry Service, Pet-Friendly, 24/7 Reception, Spa, Gym, Mini-Bar, Valet Parking, In-Room Entertainment",Luxury,3.3,3.1,4.4,3.1,12.0,Romantic,24/7,Winter,10:00 AM - 2:00 PM,no,no,Italian,Shopping,3-star
Intercontinental Trust Ltd,Government office,4.1,11.0,-20.2423619,57.4931296,"Alexander House, MU, Ebene 72201, Mauritius",https://www.google.com/maps/search/?api=1&query=Intercontinental%20Trust%20Ltd&query_place_id=ChIJD9REROJafCERBqn0LlT6M8s,,hotel,Google Maps,,,,"Wi-Fi, Pool, Parking, Island Hopping",High,3.9,4.3,4.5,3.4,11.0,Cultural Experience,Closed on Sundays,Winter,10:00 AM - 2:00 PM,no,yes,Indian,Shopping,4-star
Seahorse Appartments,Hotel,4.0,1.0,-19.9941742,57.5919278,"MU, Royal Road, Pereybère 30546, Mauritius",https://www.google.com/maps/search/?api=1&query=Seahorse%20Appartments&query_place_id=ChIJd2n3ogurfSERDpr8XVcJa_4,https://lh5.googleusercontent.com/p/AF1QipNH8TYld3scj0G6VTaa1dqqyf97ienrjj_8VtKC=w408-h306-k-no,hotel,Google Maps,,,,"Gym, Rooftop Bar, Airport Shuttle, Mini-Bar, Laundry Service, In-Room Entertainment, Swimming Pool, Conference Rooms, Complimentary Breakfast, Valet Parking",Low,3.2,3.9,5.0,4.2,1.0,Quiet Getaway,24/7,All Year,6:00 PM - 9:00 PM,no,no,Chinese,Historical,Luxury
Backstage Lounge Bar at Hennessy Park,Bar,3.9,256.0,-20.2425316,57.4896181,"QF4Q+XRQ, B 1, Quatre Bornes, Mauritius",https://www.google.com/maps/search/?api=1&query=Backstage%20Lounge%20Bar%20at%20Hennessy%20Park&query_place_id=ChIJqaJn6eFafCERLMitX2hIt3g,https://lh5.googleusercontent.com/p/AF1QipOKiO7Q1DyJ1oR03E8vpkQoxNTKY6yLVMAnLkjR=w408-h306-k-no,hotel,Google Maps,,,,"Pet-Friendly, Outdoor Seating, Nature Trails",Low,4.3,4.3,4.6,4.4,256.0,Kid-Friendly,9:00 AM - 8:00 PM,Summer,6:00 PM - 9:00 PM,no,yes,Mauritian,Scenic,Luxury
Burnas Beach,Hotel,4.0,3.0,-19.9915458,57.5924962,"2H5R+9XQ, Grand Baie, Mauritius",https://www.google.com/maps/search/?api=1&query=Burnas%20Beach&query_place_id=ChIJEzieIYqrfSERQ9spGWjKGGE,https://lh5.googleusercontent.com/p/AF1QipMXaWx7Rwt-Iivgqz5-salrmmaw7kuk8kejYAM=w408-h544-k-no,hotel,Google Maps,,,,"Swimming Pool, Free Wi-Fi, 24/7 Reception, Laundry Service, Mini-Bar, Airport Shuttle, Spa, Room Service, Valet Parking, In-Room Entertainment",Low,3.4,4.7,3.4,4.6,3.0,Photography Hotspot,9:00 AM - 8:00 PM,All Year,6:00 PM - 9:00 PM,no,no,Chinese,Cultural,5-star
Residence Kenville 19,Hotel,4.5,29.0,-19.9871967,57.6043609,"Alamanda street, Bain Boeuf, Cap Malheureux 30503, Mauritius",https://www.google.com/maps/search/?api=1&query=Residence%20Kenville%2019&query_place_id=ChIJvzM2VzGqfSERsSKzQemagDw,https://lh5.googleusercontent.com/p/AF1QipMF_Xaw9FB5QNCGeUilWaeIluxW-6fGyK6zMv8L=w408-h271-k-no,hotel,Google Maps,,,,"Spa, Conference Rooms, Mini-Bar, Laundry Service, Complimentary Breakfast, 24/7 Reception, Airport Shuttle, Pet-Friendly, Valet Parking, Swimming Pool",Medium,4.8,3.9,4.3,3.2,29.0,Great Food,9:00 AM - 8:00 PM,Summer,3:00 PM - 6:00 PM,yes,yes,French,Cultural,3-star
Résidence Bleu Azur,Extended stay hotel,3.4,14.0,-20.0151755,57.5858364,"XHMP+W8G, Grand Baie, Mauritius",https://www.google.com/maps/search/?api=1&query=R%C3%A9sidence%20Bleu%20Azur&query_place_id=ChIJozDeyQirfSERscoVJ6K34UM,https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard_bluecom/Ul5BBopCc2ozhfdJ6DuAMl4Z-OlWu1bcWbKk8SEYsnwd5aQgzlhZlH6sgCph9HiL_nVk0WetfPu5NUE_Mf7K9-uL70D3ufGOqWRU5QWeJsoHhK_-G30KVUbq8MfF3Vfu.jpg,hotel,Google Maps,,,,"Breakfast Included, Free Parking, Wi-Fi",Medium,4.7,4.0,3.8,3.5,14.0,Business-Friendly,24/7,All Year,3:00 PM - 6:00 PM,yes,yes,Italian,Adventure,5-star
Villa privee moderne 4 chambres piscine a la nuité,Hotel,5.0,4.0,-20.0024523,57.611564,"Twenty-Foot Rd, Grand Baie, Mauritius",https://www.google.com/maps/search/?api=1&query=Villa%20privee%20moderne%204%20chambres%20piscine%20a%20la%20nuit%C3%A9&query_place_id=ChIJJ0R_QB-rfSER39PmK932Qw0,https://lh5.googleusercontent.com/p/AF1QipPVQS5CNHjm2EN7KZYmxDxJ83VEJ23l6uCvJrKX=w408-h306-k-no,hotel,Google Maps,,,,"Laundry Service, Spa, Free Wi-Fi, Pet-Friendly, Rooftop Bar, Complimentary Breakfast, Airport Shuttle, In-Room Entertainment, Conference Rooms, Room Service",Luxury,3.1,4.7,3.1,4.4,4.0,Nature Lovers,Closed on Sundays,Summer,3:00 PM - 6:00 PM,yes,yes,French,Scenic,3-star
Villa Rosa,Hotel,4.7,18.0,-19.9907201,57.6086683,"Unnamed Road, Cap Malheureux, Mauritius",https://www.google.com/maps/search/?api=1&query=Villa%20Rosa&query_place_id=ChIJOyTGcjeqfSERi-_iARvm4xo,https://lh5.googleusercontent.com/p/AF1QipNKPz9URW48Vfn4IGL_c33qp_E_53TQXJhmiAds=w426-h240-k-no,hotel,Google Maps,,,,"Rooftop Bar, Spa, Valet Parking, Laundry Service, Free Wi-Fi, Swimming Pool, Gym, Conference Rooms, Complimentary Breakfast, In-Room Entertainment",Medium,3.4,4.7,4.8,3.6,18.0,Cultural Experience,Closed on Sundays,All Year,10:00 AM - 2:00 PM,yes,no,Indian,Adventure,5-star
